7232400;59.7038307;30.3786385;0;0;4;6;7;0.0
7232425;59.7038308;30.3786382;0;0;4;6;7;0.0
7232450;59.7038310;30.3786379;0;0;4;5;7;0.0
7232475;59.7038311;30.3786377;0;0;4;5;7;0.0
7232500;59.7038312;30.3786374;0;0;5;5;7;0.0
7232525;59.7038312;30.3786373;0;0;5;5;7;0.0
7232550;59.7038313;30.3786370;0;0;5;5;7;0.0
7232575;59.7038316;30.3786367;0;0;5;5;7;0.0
7232600;59.7038316;30.3786366;0;0;5;5;7;0.0
7232625;59.7038317;30.3786361;0;0;5;5;7;0.0
7232650;59.7038318;30.3786360;0;0;5;4;7;0.0
7232675;59.7038318;30.3786357;0;0;5;4;7;0.0
7232700;59.7038319;30.3786354;0;0;5;4;7;0.0
7232725;59.7038320;30.3786352;0;0;5;4;7;0.0
7232750;59.7038322;30.3786349;0;0;5;4;7;0.0
7232775;59.7038323;30.3786348;0;0;5;4;7;0.0
7232800;59.7038324;30.3786346;0;0;5;4;7;0.0
7232825;59.7038325;30.3786343;0;0;5;4;7;0.0
7232850;59.7038326;30.3786340;0;0;5;4;7;0.0
7232875;59.7038328;30.3786339;0;0;6;4;7;0.0
7232900;59.7038329;30.3786336;0;0;6;4;7;0.0
7232925;59.7038330;30.3786333;0;0;6;3;7;0.0
7232950;59.7038331;30.3786331;0;0;6;3;7;0.0
7232975;59.7038332;30.3786330;0;0;6;3;7;0.0
7233000;59.7038334;30.3786327;0;0;6;3;7;0.0
7233025;59.7038334;30.3786325;0;0;6;3;7;0.0
7233050;59.7038335;30.3786322;0;0;6;3;7;0.0
7233075;59.7038336;30.3786321;0;0;6;3;7;0.0
7233100;59.7038336;30.3786319;0;0;6;3;7;0.0
7233125;59.7038337;30.3786316;0;0;6;3;7;0.0
7233150;59.7038338;30.3786315;0;0;6;3;7;0.0
7233175;59.7038340;30.3786312;0;0;6;3;7;0.0
7233200;59.7038341;30.3786309;0;0;6;2;7;0.0
7233225;59.7038342;30.3786307;0;0;6;2;7;0.0
7233250;59.7038342;30.3786306;0;0;6;2;7;0.0
7233275;59.7038343;30.3786303;0;0;6;2;7;0.0
7233300;59.7038343;30.3786300;0;0;6;2;7;0.0
7233325;59.7038344;30.3786298;0;0;6;2;7;0.0
7233350;59.7038344;30.3786296;0;0;6;2;7;0.0
7233375;59.7038344;30.3786294;0;0;6;2;7;0.0
7233400;59.7038346;30.3786291;0;0;6;2;7;0.0
7233425;59.7038347;30.3786290;0;0;6;2;7;0.0
7233450;59.7038347;30.3786287;0;0;6;1;7;0.0
7233475;59.7038348;30.3786285;0;0;6;1;7;0.0
7233500;59.7038348;30.3786282;0;0;6;1;7;0.0
7233525;59.7038348;30.3786279;0;0;7;1;7;0.0
7233550;59.7038349;30.3786278;0;0;7;1;7;0.0
7233575;59.7038349;30.3786276;0;0;7;1;7;0.0
7233600;59.7038350;30.3786273;0;0;7;1;7;0.0
7233625;59.7038352;30.3786270;0;0;7;1;7;0.0
7233650;59.7038352;30.3786269;0;0;7;1;7;0.0
7233675;59.7038353;30.3786267;0;0;7;1;7;0.0
7233700;59.7038354;30.3786264;0;0;7;0;7;0.0
7233725;59.7038354;30.3786261;0;0;7;0;7;0.0
7233750;59.7038355;30.3786258;0;0;7;0;7;0.0
7233775;59.7038355;30.3786257;0;0;7;0;7;0.0
7233800;59.7038356;30.3786254;0;0;7;0;7;0.0
7233825;59.7038358;30.3786252;0;0;7;0;7;0.0
7233850;59.7038359;30.3786251;0;0;7;0;7;0.0
7233875;59.7038359;30.3786248;0;0;7;0;7;0.0
7233900;59.7038360;30.3786245;0;0;7;0;7;0.0
7233925;59.7038360;30.3786243;0;0;7;0;7;0.0
